image_path,product_name,category,price,description,image_url
D:\FYP Project\fypapp\abo-images-small (1)\images\small\28\286f0541.jpg,Cooking Pot,Cookware,89.99,A high-quality cooking pot — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/28/286f0541.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c6\c60660eb.jpg,Action Camera,Cameras,549.99,A high-quality action camera — cameras product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c6/c60660eb.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\56\56de8c6d.jpg,Yoga Mat,Sports,34.99,A high-quality yoga mat — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/56/56de8c6d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c9\c937e154.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c9/c937e154.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ce\ce807e90.jpg,Blender,Appliances,129.99,A high-quality blender — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ce/ce807e90.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\0d\0d647704.jpg,Android Tablet,Tablets,449.99,A high-quality android tablet — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/0d/0d647704.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d6\d6df8c31.jpg,Dining Table,Tables,299.99,A high-quality dining table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d6/d6df8c31.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\1b\1bb52faa.jpg,Winter Coat,Jackets,119.99,A high-quality winter coat — jackets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/1b/1bb52faa.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\92\92290337.jpg,Cooking Pot,Cookware,89.99,A high-quality cooking pot — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/92/92290337.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e4\e4b67806.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e4/e4b67806.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ca\cad3825a.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ca/cad3825a.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c4\c486be5a.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c4/c486be5a.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\b6\b659b1c1.jpg,Fitness Equipment,Sports,34.99,A high-quality fitness equipment — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/b6/b659b1c1.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\6e\6e88c55c.jpg,Boots,Shoes,89.99,A high-quality boots — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/6e/6e88c55c.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5b\5bba5805.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5b/5bba5805.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\48\48bc86bc.jpg,Resistance Bands,Sports,34.99,A high-quality resistance bands — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/48/48bc86bc.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e8\e8ca150b.jpg,Outdoor Equipment,Outdoors,149.99,A high-quality outdoor equipment — outdoors product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e8/e8ca150b.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\fa\fab2d659.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/fa/fab2d659.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\6d\6dcce27c.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/6d/6dcce27c.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\54\544fa633.jpg,iPad,Tablets,449.99,A high-quality ipad — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/54/544fa633.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5d\5d5e04a2.jpg,Side Table,Tables,299.99,A high-quality side table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5d/5d5e04a2.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\8a\8a444f59.jpg,Recliner,Chairs,199.99,A high-quality recliner — chairs product with excellent build quality and modern design.,/abo-images-small (1)/images/small/8a/8a444f59.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\2c\2c28a2ea.jpg,Sofa,Sofas,799.99,A high-quality sofa — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/2c/2c28a2ea.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e9\e9755ed7.jpg,Microwave,Appliances,129.99,A high-quality microwave — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e9/e9755ed7.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e0\e0b61c9a.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e0/e0b61c9a.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\69\69067fd5.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/69/69067fd5.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\9f\9f3b7ba3.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/9f/9f3b7ba3.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\6e\6e77e229.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/6e/6e77e229.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\18\1877aa66.jpg,Fitness Equipment,Sports,34.99,A high-quality fitness equipment — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/18/1877aa66.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\03\0324fbfd.jpg,Platform Bed,Beds,499.99,A high-quality platform bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/03/0324fbfd.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\9f\9f9e862e.jpg,Bed Frame,Beds,499.99,A high-quality bed frame — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/9f/9f9e862e.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d7\d7798269.jpg,Couch,Sofas,799.99,A high-quality couch — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d7/d7798269.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c3\c3c24a4b.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c3/c3c24a4b.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\21\21c874a3.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/21/21c874a3.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\18\18b28798.jpg,Cookware Set,Cookware,89.99,A high-quality cookware set — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/18/18b28798.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\bb\bb4f4752.jpg,Queen Bed,Beds,499.99,A high-quality queen bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/bb/bb4f4752.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\4b\4bb87ce9.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/4b/4bb87ce9.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\b0\b0ae5964.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/b0/b0ae5964.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5d\5d3950a3.jpg,Headphones,Headphones,149.99,A high-quality headphones — headphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5d/5d3950a3.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\2c\2cb95e34.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/2c/2cb95e34.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7a\7aa4bba1.jpg,Side Table,Tables,299.99,A high-quality side table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7a/7aa4bba1.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\17\1733ea5d.jpg,Coffee Maker,Appliances,129.99,A high-quality coffee maker — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/17/1733ea5d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\56\56387ebb.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/56/56387ebb.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\81\817cd092.jpg,Running Shoes,Shoes,89.99,A high-quality running shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/81/817cd092.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\63\63fdc504.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/63/63fdc504.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\37\373c1197.jpg,Desk,Tables,299.99,A high-quality desk — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/37/373c1197.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\98\9884341c.jpg,Kitchen Appliance,Appliances,129.99,A high-quality kitchen appliance — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/98/9884341c.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\bd\bd260d84.jpg,Couch,Sofas,799.99,A high-quality couch — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/bd/bd260d84.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\f6\f669cfe3.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/f6/f669cfe3.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\69\69e24dba.jpg,Platform Bed,Beds,499.99,A high-quality platform bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/69/69e24dba.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d4\d4454032.jpg,Sofa,Sofas,799.99,A high-quality sofa — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d4/d4454032.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e3\e3960dda.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e3/e3960dda.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\b8\b867a07d.jpg,King Bed,Beds,499.99,A high-quality king bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/b8/b867a07d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\02\02a2e260.jpg,Action Camera,Cameras,549.99,A high-quality action camera — cameras product with excellent build quality and modern design.,/abo-images-small (1)/images/small/02/02a2e260.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e8\e8261790.jpg,Dining Table,Tables,299.99,A high-quality dining table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e8/e8261790.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c0\c0f8d9d3.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c0/c0f8d9d3.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\68\68d18ecf.jpg,Blender,Appliances,129.99,A high-quality blender — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/68/68d18ecf.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e6\e6af0a34.jpg,Desk,Tables,299.99,A high-quality desk — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e6/e6af0a34.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\22\22fc5c4a.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/22/22fc5c4a.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\2d\2d54d118.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/2d/2d54d118.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5c\5cf7369f.jpg,Cooking Pot,Cookware,89.99,A high-quality cooking pot — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5c/5cf7369f.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\26\26ee5396.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/26/26ee5396.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\24\24263719.jpg,Sofa,Sofas,799.99,A high-quality sofa — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/24/24263719.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c0\c07d29eb.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c0/c07d29eb.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\36\3683f2c9.jpg,Side Table,Tables,299.99,A high-quality side table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/36/3683f2c9.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5f\5fa34559.jpg,Desk,Tables,299.99,A high-quality desk — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5f/5fa34559.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\62\62e34ef1.jpg,Sneakers,Shoes,89.99,A high-quality sneakers — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/62/62e34ef1.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d1\d1f7fbf0.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d1/d1f7fbf0.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\4a\4adbc74e.jpg,Digital Tablet,Tablets,449.99,A high-quality digital tablet — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/4a/4adbc74e.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\fb\fb2e2bd7.jpg,Platform Bed,Beds,499.99,A high-quality platform bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/fb/fb2e2bd7.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\78\7899a75c.jpg,Sneakers,Shoes,89.99,A high-quality sneakers — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/78/7899a75c.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\48\48859e0e.jpg,Wireless Earbuds,Headphones,149.99,A high-quality wireless earbuds — headphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/48/48859e0e.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\f0\f0d82e64.jpg,Fitness Equipment,Sports,34.99,A high-quality fitness equipment — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/f0/f0d82e64.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\db\dbd14dc2.jpg,Boots,Shoes,89.99,A high-quality boots — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/db/dbd14dc2.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5c\5cc648d4.jpg,Bed Frame,Beds,499.99,A high-quality bed frame — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5c/5cc648d4.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\b0\b084192e.jpg,Maxi Dress,Dresses,59.99,A high-quality maxi dress — dresses product with excellent build quality and modern design.,/abo-images-small (1)/images/small/b0/b084192e.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\aa\aae50b35.jpg,Bowl Set,Dinnerware,49.99,A high-quality bowl set — dinnerware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/aa/aae50b35.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\58\5884f4aa.jpg,Exercise Gear,Sports,34.99,A high-quality exercise gear — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/58/5884f4aa.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\11\1113b844.jpg,Yoga Mat,Sports,34.99,A high-quality yoga mat — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/11/1113b844.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\1f\1f3b19e7.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/1f/1f3b19e7.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\db\dbd4fb31.jpg,Blender,Appliances,129.99,A high-quality blender — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/db/dbd4fb31.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\93\9397b9e4.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/93/9397b9e4.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\61\6129c2ce.jpg,Kitchen Appliance,Appliances,129.99,A high-quality kitchen appliance — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/61/6129c2ce.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\0e\0ed3351e.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/0e/0ed3351e.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\01\0138f477.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/01/0138f477.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\75\7565c922.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/75/7565c922.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\2c\2c24c25f.jpg,Sneakers,Shoes,89.99,A high-quality sneakers — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/2c/2c24c25f.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\dc\dcd5236c.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/dc/dcd5236c.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5c\5c1d05b7.jpg,Cooking Pot,Cookware,89.99,A high-quality cooking pot — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5c/5c1d05b7.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\38\3882c3d1.jpg,Exercise Gear,Sports,34.99,A high-quality exercise gear — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/38/3882c3d1.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\99\99ba9cf3.jpg,Cookware Set,Cookware,89.99,A high-quality cookware set — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/99/99ba9cf3.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\bf\bffa20cf.jpg,Winter Coat,Jackets,119.99,A high-quality winter coat — jackets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/bf/bffa20cf.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\f7\f7222872.jpg,Sectional Sofa,Sofas,799.99,A high-quality sectional sofa — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/f7/f7222872.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\95\9505161d.jpg,Loveseat,Sofas,799.99,A high-quality loveseat — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/95/9505161d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c3\c30bc545.jpg,Office Chair,Chairs,199.99,A high-quality office chair — chairs product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c3/c30bc545.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\03\0346e067.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/03/0346e067.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\25\25c10d98.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/25/25c10d98.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\19\19635573.jpg,Backpack,Outdoors,149.99,A high-quality backpack — outdoors product with excellent build quality and modern design.,/abo-images-small (1)/images/small/19/19635573.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\f2\f215567a.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/f2/f215567a.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\32\32551371.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/32/32551371.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\bd\bdf419d9.jpg,Bowl Set,Dinnerware,49.99,A high-quality bowl set — dinnerware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/bd/bdf419d9.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\0c\0c3264ac.jpg,Exercise Gear,Sports,34.99,A high-quality exercise gear — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/0c/0c3264ac.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\81\8164e74d.jpg,Dining Table,Tables,299.99,A high-quality dining table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/81/8164e74d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ca\ca6c0d01.jpg,Microwave,Appliances,129.99,A high-quality microwave — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ca/ca6c0d01.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c0\c0445347.jpg,Ultrabook,Laptops,899.99,A high-quality ultrabook — laptops product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c0/c0445347.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\32\3202a1a8.jpg,Skillet,Cookware,89.99,A high-quality skillet — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/32/3202a1a8.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\95\95bc298f.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/95/95bc298f.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\2b\2b034939.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/2b/2b034939.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\0e\0e1156dc.jpg,Summer Dress,Dresses,59.99,A high-quality summer dress — dresses product with excellent build quality and modern design.,/abo-images-small (1)/images/small/0e/0e1156dc.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\6b\6bc76cbd.jpg,Windbreaker,Jackets,119.99,A high-quality windbreaker — jackets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/6b/6bc76cbd.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7f\7fde35aa.jpg,Tablet,Tablets,449.99,A high-quality tablet — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7f/7fde35aa.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\0d\0d6ef063.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/0d/0d6ef063.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7d\7d9611b5.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7d/7d9611b5.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\4a\4aac1e99.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/4a/4aac1e99.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ef\ef015989.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ef/ef015989.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\57\57fea1bf.jpg,Running Shoes,Shoes,89.99,A high-quality running shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/57/57fea1bf.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e7\e7d668ca.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e7/e7d668ca.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\22\22bc3262.jpg,Skillet,Cookware,89.99,A high-quality skillet — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/22/22bc3262.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7c\7c275b76.jpg,Kitchen Appliance,Appliances,129.99,A high-quality kitchen appliance — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7c/7c275b76.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c2\c2ba8fb8.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c2/c2ba8fb8.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\8d\8dd1cb74.jpg,Blender,Appliances,129.99,A high-quality blender — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/8d/8dd1cb74.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d7\d74fa89d.jpg,Platform Bed,Beds,499.99,A high-quality platform bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d7/d74fa89d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\36\3630f8b3.jpg,Bed Frame,Beds,499.99,A high-quality bed frame — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/36/3630f8b3.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\53\539e2ee9.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/53/539e2ee9.jpg
